titulo,content,link,rss,horario,web,url_web,lugar,nivel,local,telefono,mail,tipo,texto_embedding,document_type,search_category
Toke,"¿Qué es Toke?..Toke es una marca para los que siempre están en movimiento. Inspirada en los fierros, la mecánica y la playa, crea productos de calidad y atemporales. Más que ropa, es un estilo de vida: desafiarse, moverse y vivir con actitud..Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..Ropa.",https://mut.cl/tiendas/toke/,https://www.instagram.com/toke_chile/,L-D: 10:00 - 20:00,www.toke.cl,https://www.toke.cl/,Nivel -1 - Local 112,-1,112,,,Tienda,"TIPO: Tienda | TIENDA: Toke | ¿Qué es Toke?..Toke es una marca para los que siempre están en movimiento. Inspirada en los fierros, la mecánica y la playa, crea productos de calidad y atemporales. Más que ropa, es un estilo de vida: desafiarse, moverse y vivir con actitud..Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..Ropa. | UBICACION: Nivel -1 - Local 112 - Nivel -1 - Local 112 | HORARIO: L-D: 10:00 - 20:00 | CONTACTO: Web: www.toke.cl",tienda,comercios_y_tiendas
B+D,"¿Qué es B+D?..B+D ofrece anteojos pregraduados de lectura, con y sin filtro de luz azul, y de sol para adultos y niños. Con más de 30 años en el mercado, nos dedicamos a ofrecer soluciones para la visión en todo el mundo..Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..Ópticas.",https://mut.cl/tiendas/bd/,https://www.instagram.com/bplusd.chile?igsh=azRia3NpNjFvb2Ns,L-D: 10:00 - 20:00,,,Nivel -1,-1,,,,Tienda,"TIPO: Tienda | TIENDA: B+D | ¿Qué es B+D?..B+D ofrece anteojos pregraduados de lectura, con y sin filtro de luz azul, y de sol para adultos y niños. Con más de 30 años en el mercado, nos dedicamos a ofrecer soluciones para la visión en todo el mundo..Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..Ópticas. | UBICACION: Nivel -1 - Nivel -1 | HORARIO: L-D: 10:00 - 20:00",tienda,comercios_y_tiendas
TheColorShop,"¿Qué es TheColorShop?..Nuestra tienda es un destino para quienes buscan materiales que inspiren, en distintas técnicas y expresiones. Exploramos las marcas de arte más innovadoras; para así ofrecer una variedad sin límites para pintar y crear.Arte.Decoración.Manualidades.Papelería.",https://mut.cl/tiendas/thecolorshop/,https://www.instagram.com/thecolorshopcl?igsh=ZGxhOTFwMTVoamVt,L-S: 10:00 - 20:00 D & F: 10:00 - 19:00,,,Nivel -1,-1,,,,Tienda,"TIPO: Tienda | TIENDA: TheColorShop | ¿Qué es TheColorShop?..Nuestra tienda es un destino para quienes buscan materiales que inspiren, en distintas técnicas y expresiones. Exploramos las marcas de arte más innovadoras; para así ofrecer una variedad sin límites para pintar y crear.Arte.Decoración.Manualidades.Papelería. | UBICACION: Nivel -1 - Nivel -1 | HORARIO: L-S: 10:00 - 20:00 D & F: 10:00 - 19:00",tienda,comercios_y_tiendas
Ranty,"¿Qué es Ranty?..En Ranty, saben que cocinar es un arte y que cada plato es una oportunidad para deleitar los sentidos. Su objetivo es proporcionarte los utensilios funcionales para facilitar su experiencia en la cocina y los accesorios más innovadores para explorar tu pasión por la cocina y crear momentos memorables..Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..Hogar.",https://mut.cl/tiendas/ranty/,https://www.instagram.com/ranty.cl/; https://www.facebook.com/RantyOficial/?show_switched_toast=0&show_invite_to_follow=0&show_switched_tooltip=0&show_podcast_settings=0&show_community_review_changes=0&show_community_rollback=0&show_follower_visibility_disclosure=0,L-S: 10:00 - 20:00 D & F: 10:00 - 19:00,,,Nivel -2,,,,,Tienda,"TIPO: Tienda | TIENDA: Ranty | ¿Qué es Ranty?..En Ranty, saben que cocinar es un arte y que cada plato es una oportunidad para deleitar los sentidos. Su objetivo es proporcionarte los utensilios funcionales para facilitar su experiencia en la cocina y los accesorios más innovadores para explorar tu pasión por la cocina y crear momentos memorables..Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..Hogar. | UBICACION: Nivel -2 | HORARIO: L-S: 10:00 - 20:00 D & F: 10:00 - 19:00",tienda,comercios_y_tiendas
Sellos Vintage,"¿Qué es Sellos Vintage?..La mejor selección de ropa reciclada para mujeres y hombres, con un estilo diferente. Encuentra prendas 100% de cuero original, como pantalones, chaquetas, gillets, bombers y mucho más para tu sello vintage..Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..Ropa.",https://mut.cl/tiendas/sellos-vintage/,https://www.instagram.com/sellos_vintage_?igsh=MW1ranM2OTk5YW11dA%3D%3D&utm_source=qr,L-D: 10:00 - 20:00,,,Nivel -1,-1,,,,Tienda,"TIPO: Tienda | TIENDA: Sellos Vintage | ¿Qué es Sellos Vintage?..La mejor selección de ropa reciclada para mujeres y hombres, con un estilo diferente. Encuentra prendas 100% de cuero original, como pantalones, chaquetas, gillets, bombers y mucho más para tu sello vintage..Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..Ropa. | UBICACION: Nivel -1 - Nivel -1 | HORARIO: L-D: 10:00 - 20:00",tienda,comercios_y_tiendas
Nike,"¿Qué es Nike?..Nike combina innovación, diseño y rendimiento en cada producto. Inspirando a millones alrededor del mundo, Nike impulsa a las personas a superar sus límites y alcanzar su máximo potencial, dentro y fuera del deporte..Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..Deporte.",https://mut.cl/tiendas/nike/,https://www.instagram.com/nike/; https://www.facebook.com/nike,L-D: 10:00 - 20:00,,,Nivel 2,2,,,,Tienda,"TIPO: Tienda | TIENDA: Nike | ¿Qué es Nike?..Nike combina innovación, diseño y rendimiento en cada producto. Inspirando a millones alrededor del mundo, Nike impulsa a las personas a superar sus límites y alcanzar su máximo potencial, dentro y fuera del deporte..Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..Deporte. | UBICACION: Nivel 2 - Nivel 2 | HORARIO: L-D: 10:00 - 20:00",tienda,comercios_y_tiendas
Cavalera,"¿Qué es Cavalera?..Cavalera es una constante evolución para llevar lo urbano a un espacio donde artistas y clientes pueden juntarse a crear en conjunto experiencias inolvidables. El tatuaje es mucho más que tinta y piel; hay conexión, emociones, historias y por sobre todo un ánimo de aprendizaje constante, que nos lleva día a día a mejorar en diferentes formas y hacer que cada cliente se lleve mucho más que una obra de calidad..Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..Estudio de Tatuajes.",https://mut.cl/tiendas/cavalera/,https://www.instagram.com/cavalera.cl?igsh=MWJmOHBxYWM1MHNyeA==,L-D: 10:00 - 20:00,,,Nivel 1,1,,,,Tienda,"TIPO: Tienda | TIENDA: Cavalera | ¿Qué es Cavalera?..Cavalera es una constante evolución para llevar lo urbano a un espacio donde artistas y clientes pueden juntarse a crear en conjunto experiencias inolvidables. El tatuaje es mucho más que tinta y piel; hay conexión, emociones, historias y por sobre todo un ánimo de aprendizaje constante, que nos lleva día a día a mejorar en diferentes formas y hacer que cada cliente se lleve mucho más que una obra de calidad..Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..Estudio de Tatuajes. | UBICACION: Nivel 1 - Nivel 1 | HORARIO: L-D: 10:00 - 20:00",tienda,comercios_y_tiendas
Blueblood,"¿Qué es Blueblood?..Básicos y jeans atemporales que te acompañarán por mucho tiempo. Todos sus productos, hechos en Chile con la mejor materia prima, impulsan la economía local con comercio justo y prácticas sustentables..Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..Ropa.",https://mut.cl/tiendas/blueblood/,https://www.instagram.com/blueblood.cl/?hl=es,L-D: 10:00 - 20:00,,,Nivel -1,-1,,,,Tienda,"TIPO: Tienda | TIENDA: Blueblood | ¿Qué es Blueblood?..Básicos y jeans atemporales que te acompañarán por mucho tiempo. Todos sus productos, hechos en Chile con la mejor materia prima, impulsan la economía local con comercio justo y prácticas sustentables..Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..Ropa. | UBICACION: Nivel -1 - Nivel -1 | HORARIO: L-D: 10:00 - 20:00",tienda,comercios_y_tiendas
Needle,"¿Qué es Needle?..En Needle, somos un grupo de músicos y amantes de la música que, desde hace más de 10 años, nos dedicamos a buscar y probar productos que mejoran la experiencia de escuchar música. Nuestras tiendas no solo se especializan en la venta de diversos formatos musicales, equipos y complementos de audio, sino que también se han convertido en espacios culturales donde se realizan eventos y actividades que promueven la música y las artes..Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..Música.",https://mut.cl/tiendas/needle/,https://www.instagram.com/needlevinilos/?hl=es; https://www.facebook.com/needlevinilos/?locale=es_LA,L-D: 10:00 - 20:00,,,Nivel -1,-1,,,,Tienda,"TIPO: Tienda | TIENDA: Needle | ¿Qué es Needle?..En Needle, somos un grupo de músicos y amantes de la música que, desde hace más de 10 años, nos dedicamos a buscar y probar productos que mejoran la experiencia de escuchar música. Nuestras tiendas no solo se especializan en la venta de diversos formatos musicales, equipos y complementos de audio, sino que también se han convertido en espacios culturales donde se realizan eventos y actividades que promueven la música y las artes..Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..Música. | UBICACION: Nivel -1 - Nivel -1 | HORARIO: L-D: 10:00 - 20:00",tienda,comercios_y_tiendas
Revesderecho,"¿Qué es Revesderecho?..Somos Revesderecho, la tienda de Craft más grande de Chile. Encuentra todo lo que necesitas para llevar a cabo tu proyecto de Tejido, Bordado, Crochet, Trapillos, Costura, Telar, Frivolité y mucho más..Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..Manualidades.",https://mut.cl/tiendas/reves-derecho/,https://www.instagram.com/revesderecho/; https://www.facebook.com/revesderecho/?locale=es_LA,L-D: 10:00 - 20:00,,,Nivel -1,-1,,,,Tienda,"TIPO: Tienda | TIENDA: Revesderecho | ¿Qué es Revesderecho?..Somos Revesderecho, la tienda de Craft más grande de Chile. Encuentra todo lo que necesitas para llevar a cabo tu proyecto de Tejido, Bordado, Crochet, Trapillos, Costura, Telar, Frivolité y mucho más..Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..Manualidades. | UBICACION: Nivel -1 - Nivel -1 | HORARIO: L-D: 10:00 - 20:00",tienda,comercios_y_tiendas
LENS,"¿Qué es LENS?..En Lens ofrecemos una amplia gama de servicios, que incluyen exámenes de la vista, lentes de contacto, accesorios, gafas graduadas y de sol. Nuestro equipo de profesionales está comprometido con la salud visual de nuestros clientes, asegurando una atención personalizada y productos de las mejores marcas. En Lens, tu visión es nuestra prioridadÓpticas.",https://mut.cl/tiendas/lens/,,L-S: 10:00 - 20:00 D & F: 10:00 - 19:00,,,Nivel 2,2,201,,,Tienda,"TIPO: Tienda | TIENDA: LENS | ¿Qué es LENS?..En Lens ofrecemos una amplia gama de servicios, que incluyen exámenes de la vista, lentes de contacto, accesorios, gafas graduadas y de sol. Nuestro equipo de profesionales está comprometido con la salud visual de nuestros clientes, asegurando una atención personalizada y productos de las mejores marcas. En Lens, tu visión es nuestra prioridadÓpticas. | UBICACION: Nivel 2 - Nivel 2 - Local 201 | HORARIO: L-S: 10:00 - 20:00 D & F: 10:00 - 19:00",tienda,comercios_y_tiendas
Cordelia,"¿Qué es Cordelia?..Cordelia es una tienda boutique que ofrece productos únicos para amantes de las manualidades. En Cordelia, se unen belleza, artesanía y comunidad, creando una experiencia especial y acogedora para todos los clientes. Nuestro propósito es transmitir el valor de lo hecho a mano y honrar el tiempo de entrega de lo artesanal..Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..Manualidades.",https://mut.cl/tiendas/cordelia/,https://www.instagram.com/tiendacordelia/?hl=es-la,L-D: 10:00 - 20:00,,,Nivel -1,-1,,,,Tienda,"TIPO: Tienda | TIENDA: Cordelia | ¿Qué es Cordelia?..Cordelia es una tienda boutique que ofrece productos únicos para amantes de las manualidades. En Cordelia, se unen belleza, artesanía y comunidad, creando una experiencia especial y acogedora para todos los clientes. Nuestro propósito es transmitir el valor de lo hecho a mano y honrar el tiempo de entrega de lo artesanal..Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..Manualidades. | UBICACION: Nivel -1 - Nivel -1 | HORARIO: L-D: 10:00 - 20:00",tienda,comercios_y_tiendas
Zucca,"¿Qué es Zucca?..En Zucca, somos una marca chilena apasionada por diseñar y vender mochilas urbanas que reflejen el estilo y personalidad de cada persona. Combinamos comodidad y estilo, adaptándonos a tus necesidades con líneas simples y colores neutros..Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..Mochilas.",https://mut.cl/tiendas/zucca/,https://www.instagram.com/zucca.cl; https://www.facebook.com/Zucca/,L-D: 10:00 - 20:00,,,Nivel -1,-1,,,,Tienda,"TIPO: Tienda | TIENDA: Zucca | ¿Qué es Zucca?..En Zucca, somos una marca chilena apasionada por diseñar y vender mochilas urbanas que reflejen el estilo y personalidad de cada persona. Combinamos comodidad y estilo, adaptándonos a tus necesidades con líneas simples y colores neutros..Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..Mochilas. | UBICACION: Nivel -1 - Nivel -1 | HORARIO: L-D: 10:00 - 20:00",tienda,comercios_y_tiendas
Cantarina Joyas,"¿Qué es Cantarina Joyas?..En Cantarina encontrarás joyas lindas y vanguardistas pensadas para ti, hechas por mujeres para mujeres.Cada pieza fue pensada para darle el toque Perfecto a tus looks día a día, descúbrenos y brilla sin límites..Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..Accesorios.Joyas.",https://mut.cl/tiendas/cantarina/,https://www.instagram.com/cantarina.joyas?igsh=MWxnMTlncWxjZGdnaw%3D%3D&utm_source=qr,L-D: 10:00 - 20:00,,,Nivel -1,-1,,,,Tienda,"TIPO: Tienda | TIENDA: Cantarina Joyas | ¿Qué es Cantarina Joyas?..En Cantarina encontrarás joyas lindas y vanguardistas pensadas para ti, hechas por mujeres para mujeres.Cada pieza fue pensada para darle el toque Perfecto a tus looks día a día, descúbrenos y brilla sin límites..Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..Accesorios.Joyas. | UBICACION: Nivel -1 - Nivel -1 | HORARIO: L-D: 10:00 - 20:00",tienda,comercios_y_tiendas
Newen,"¿Qué es Newen?..Desde Pichilemu nace Newen buscando conectar la naturaleza con el ser humano. Nuestra cosmética viva fusiona la sabiduría ancestral e innovación científica, invitando a explorar tu belleza natural y revolucionar la manera en que cuidas tu piel..Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..Belleza.",https://mut.cl/tiendas/newen/,https://www.instagram.com/newencosmetica; https://www.facebook.com/newencosmetica/,L-D: 10:00 - 20:00,,,Nivel -1,-1,,,,Tienda,"TIPO: Tienda | TIENDA: Newen | ¿Qué es Newen?..Desde Pichilemu nace Newen buscando conectar la naturaleza con el ser humano. Nuestra cosmética viva fusiona la sabiduría ancestral e innovación científica, invitando a explorar tu belleza natural y revolucionar la manera en que cuidas tu piel..Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..Belleza. | UBICACION: Nivel -1 - Nivel -1 | HORARIO: L-D: 10:00 - 20:00",tienda,comercios_y_tiendas
Lycos Vounó,"¿Qué es Lycos Vounó?..Lycos Vounó ofrece velas aromáticas y decorativas, difusores, sprays de ambiente y ceras aromáticas. Hechas en Chile con materias primas sostenibles europeas. Su misión es proporcionar una experiencia sensorial única, sofisticada y respetuosa con el medio ambiente..Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..Decoración.",https://mut.cl/tiendas/lycos-vouno/,https://www.instagram.com/lycos_vouno/,L-D: 10:00 - 20:00,,,Nivel -1,,,,,Tienda,"TIPO: Tienda | TIENDA: Lycos Vounó | ¿Qué es Lycos Vounó?..Lycos Vounó ofrece velas aromáticas y decorativas, difusores, sprays de ambiente y ceras aromáticas. Hechas en Chile con materias primas sostenibles europeas. Su misión es proporcionar una experiencia sensorial única, sofisticada y respetuosa con el medio ambiente..Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..Decoración. | UBICACION: Nivel -1 | HORARIO: L-D: 10:00 - 20:00",tienda,comercios_y_tiendas
Rukafe,"¿Qué es Rukafe?..Es un nuevo concepto de Ferretería, una que te ayuda a cumplir tus aspiraciones y necesidades en el hogar, desde la renovación de un mueble hasta el quitamanchas para no perder una prenda. Encuentra productos nacionales, americanos y europeos..Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..Ferretería.",https://mut.cl/tiendas/rukafe/,https://www.instagram.com/rukafechile; https://web.facebook.com/rukafechile,L-D: 10:00 - 20:00,,,Nivel -3,-3,,,,Tienda,"TIPO: Tienda | TIENDA: Rukafe | ¿Qué es Rukafe?..Es un nuevo concepto de Ferretería, una que te ayuda a cumplir tus aspiraciones y necesidades en el hogar, desde la renovación de un mueble hasta el quitamanchas para no perder una prenda. Encuentra productos nacionales, americanos y europeos..Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..Ferretería. | UBICACION: Nivel -3 - Nivel -3 | HORARIO: L-D: 10:00 - 20:00",tienda,comercios_y_tiendas
Salcobrand,"Quiénes somos.¿Qué es Salcobrand?..Cadena de farmacias que busca contribuir al bienestar de las personas, a través de una experiencia memorable para sus clientes. Son parte de Empresas SB, holding constiuido por distintas filiales, cuyo propósito es hacer sentir bien a las personas, estén donde estén, entregando la mejor salud, belleza y bienestar. Destaca por su cultura organizacional, gestión en diversidad e inclusión e innovación..Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..#ffffff.PróximamenteFarmacia.",https://mut.cl/tiendas/salcobrand/,https://www.instagram.com/salcobrandcl/; https://www.facebook.com/Salcobrand,L-D: 10:00 - 20:00,,,Nivel -3,-3,3088,,,Tienda,"TIPO: Tienda | TIENDA: Salcobrand | Quiénes somos.¿Qué es Salcobrand?..Cadena de farmacias que busca contribuir al bienestar de las personas, a través de una experiencia memorable para sus clientes. Son parte de Empresas SB, holding constiuido por distintas filiales, cuyo propósito es hacer sentir bien a las personas, estén donde estén, entregando la mejor salud, belleza y bienestar. Destaca por su cultura organizacional, gestión en diversidad e inclusión e innovación..Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..#ffffff.PróximamenteFarmacia. | UBICACION: Nivel -3 - Nivel -3 - Local 3088 | HORARIO: L-D: 10:00 - 20:00",tienda,comercios_y_tiendas
Teraideas,"¿Qué es Teraideas?..Somos una editorial independiente y hacemos libros para aprender, crecer y estar bien. Creemos en el poder de las palabras impresas y del diseño y los colores para motivar a las personas, niños, adolescentes y adultos, a cuidar más de sí mismos y de la comunidad que nos rodea..Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..Librería.",https://mut.cl/tiendas/teraideas/,https://www.instagram.com/teraideas/; https://www.facebook.com/Teraideas/,L-D: 10:00 - 20:00,,,Nivel -1,-1,,,,Tienda,"TIPO: Tienda | TIENDA: Teraideas | ¿Qué es Teraideas?..Somos una editorial independiente y hacemos libros para aprender, crecer y estar bien. Creemos en el poder de las palabras impresas y del diseño y los colores para motivar a las personas, niños, adolescentes y adultos, a cuidar más de sí mismos y de la comunidad que nos rodea..Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..Librería. | UBICACION: Nivel -1 - Nivel -1 | HORARIO: L-D: 10:00 - 20:00",tienda,comercios_y_tiendas
D&#8217;Barbers,"¿Qué es D Barbers?..Desde la más clásica afeitada con navaja y toallas calientes hasta fades, mullets o pompadours, ven a vivir la experiencia D’BARBERS en un entorno clásico pensado especialmente para ti. Nuestro ambiente y experimentado equipo hacen de tu experiencia mucho más que un corte de cabello, hacen que tu experiencia sea inigualable..Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..Barbería.",https://mut.cl/tiendas/dbarbers/,https://www.instagram.com/dbarbers_/?hl=es; https://www.facebook.com/p/DBarbers-100063972309959/,L-D: 10:00 - 20:00,,,Nivel 1,,,,,Tienda,"TIPO: Tienda | TIENDA: D&#8217;Barbers | ¿Qué es D Barbers?..Desde la más clásica afeitada con navaja y toallas calientes hasta fades, mullets o pompadours, ven a vivir la experiencia D’BARBERS en un entorno clásico pensado especialmente para ti. Nuestro ambiente y experimentado equipo hacen de tu experiencia mucho más que un corte de cabello, hacen que tu experiencia sea inigualable..Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..Barbería. | UBICACION: Nivel 1 | HORARIO: L-D: 10:00 - 20:00",tienda,comercios_y_tiendas
Atómica Strap,"¿Qué es Atómica Strap?..Atómica Strap ofrece estilo y comodidad a través de sus increíbles carcasas y straps de cartera que permiten transformar cualquier celular, sin importar la marca o modelo, en un accesorio colgante. Evita caídas innecesarias de tu celular y potencia, al mismo tiempo, el estilo que te caracteriza. .Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..Accesorios.",https://mut.cl/tiendas/atomica-strap/,https://www.instagram.com/atomicachile?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw%3D%3D,L-D: 10:00 - 20:00,,,Nivel -1,-1,,,,Tienda,"TIPO: Tienda | TIENDA: Atómica Strap | ¿Qué es Atómica Strap?..Atómica Strap ofrece estilo y comodidad a través de sus increíbles carcasas y straps de cartera que permiten transformar cualquier celular, sin importar la marca o modelo, en un accesorio colgante. Evita caídas innecesarias de tu celular y potencia, al mismo tiempo, el estilo que te caracteriza. .Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..Accesorios. | UBICACION: Nivel -1 - Nivel -1 | HORARIO: L-D: 10:00 - 20:00",tienda,comercios_y_tiendas
Premium Paper,"¿Qué es Premium Paper?..Somos una papelería chilena, creada en el 2010 por mujeres amantes del diseño, en nuestras creaciones utilizamos adorables personajes como Principito, Mafalda y Snoopy.Nos preocupa el medio ambiente, por eso usamos solo papel de bambú, fabricamos bolsas de algodón para evitar las bolsas de plástico, hacemos vasos ecológicos de fibra de bambú para disminuir el consumo de vasos desechables y nuestras lapiceras son metálicas de larga vida.. Aquí podrás encontrar agendas, libretas, lapiceras, bolsas de algodón, tazones y vasos de bambú, con un sello de alta calidad y sustentabilidad.Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..Papelería.",https://mut.cl/tiendas/premium-paper/,https://www.instagram.com/premiumpaper/?hl=es; https://www.facebook.com/premiumpapercl/,L-D: 10:00 - 20:00,,,Nivel -1,-1,,,,Tienda,"TIPO: Tienda | TIENDA: Premium Paper | ¿Qué es Premium Paper?..Somos una papelería chilena, creada en el 2010 por mujeres amantes del diseño, en nuestras creaciones utilizamos adorables personajes como Principito, Mafalda y Snoopy.Nos preocupa el medio ambiente, por eso usamos solo papel de bambú, fabricamos bolsas de algodón para evitar las bolsas de plástico, hacemos vasos ecológicos de fibra de bambú para disminuir el consumo de vasos desechables y nuestras lapiceras son metálicas de larga vida.. Aquí podrás encontrar agendas, libretas, lapiceras, bolsas de algodón, tazones y vasos de bambú, con un sello de alta calidad y sustentabilidad.Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían se | UBICACION: Nivel -1 - Nivel -1 | HORARIO: L-D: 10:00 - 20:00",tienda,comercios_y_tiendas
Isadora,"¿Qué es Isadora?..Isadora trabaja con pasión para ofrecer infinitas propuestas de accesorios, complementos de moda, beauty y lifestyle que potencien tu personalidad, expresen tu mundo interior y te hagan sentir bien. ¡Isadora, la mejor aliada de las mujeres!.Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..Accesorios.",https://mut.cl/tiendas/isadora/,https://www.instagram.com/isadorastyle_chile/; https://www.facebook.com/ChileIsadora/,L-S: 10:00 - 20:00 D & F: 10:00 - 19:00,,,Nivel 1,1,,,,Tienda,"TIPO: Tienda | TIENDA: Isadora | ¿Qué es Isadora?..Isadora trabaja con pasión para ofrecer infinitas propuestas de accesorios, complementos de moda, beauty y lifestyle que potencien tu personalidad, expresen tu mundo interior y te hagan sentir bien. ¡Isadora, la mejor aliada de las mujeres!.Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..Accesorios. | UBICACION: Nivel 1 - Nivel 1 | HORARIO: L-S: 10:00 - 20:00 D & F: 10:00 - 19:00",tienda,comercios_y_tiendas
Entrelagos,"Quiénes somos.¿Qué es Chocolatería Entrelagos?..Con más de cien artesanos, quienes, día a día se inspiran entorno al Santuario de la Naturaleza de la ciudad de Valdivia, elaboran con amor sus chocolates y mazapanes de origen para la familia chilena..Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..#ffffff.PróximamenteChocolatería.",https://mut.cl/tiendas/entrelagos/,https://www.instagram.com/entrelagos_chocolateria/?hl=es; https://www.facebook.com/entrelagoschocolateria/,L-D: 10:00 - 20:00,www.entrelagos.cl,http://www.entrelagos.cl/,Nivel -2,1,,,,Tienda,"TIPO: Tienda | TIENDA: Entrelagos | Quiénes somos.¿Qué es Chocolatería Entrelagos?..Con más de cien artesanos, quienes, día a día se inspiran entorno al Santuario de la Naturaleza de la ciudad de Valdivia, elaboran con amor sus chocolates y mazapanes de origen para la familia chilena..Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..#ffffff.PróximamenteChocolatería. | UBICACION: Nivel -2 - Nivel 1 | HORARIO: L-D: 10:00 - 20:00 | CONTACTO: Web: www.entrelagos.cl",tienda,comercios_y_tiendas
